0.32534,5.6615e-05,0.94736,0.02742,1,-2651.9
0.32933,0.24044,0.63727,0.16975,2,-1597.1
0.045119,0.097399,0.78051,0.17001,3,-1596.2
0.61424,0.21892,0.33333,0.12516,4,-1778.8
1.9833e-07,1.5209e-10,0.98899,0.063224,5,-2173.7
0.0010454,0.010366,0.60513,0.23237,6,-1400.8
0.056966,0.057923,0.77461,0.095037,7,-1939.2
0.69635,0.31873,0.72869,0.22159,8,-1431.4
0.037088,0.027635,0.4995,0.095995,9,-1933.4
8.6978e-10,0.0054618,1,0.064672,10,-2160.7
6.9649e-09,0.0026318,0.76185,0.12329,11,-1787.7
0.68738,0.12839,0.8162,0.20473,12,-1481.5
8.0697e-10,0.0019507,0.51501,0.084508,13,-2007
0.01663,0.0002855,0.76942,0.035968,14,-2496.6
2.1263e-07,0.0012044,0.81266,0.066079,15,-2148.4
0.0022788,1.0729e-09,0.53351,0.076397,16,-2065.1
4.0853e-09,0.0025683,0.83657,0.099409,17,-1913.2
3.5611e-08,0.0026174,0.78485,0.05881,18,-2215.2
1,0.0056875,0.97566,0.089163,19,-1976.1
0.4105,0.47717,0.67606,0.15617,20,-1647.5
0.50914,0.079654,0.75031,0.14326,21,-1699
0.00042793,1.1417e-09,0.47622,0.17954,22,-1562.9
1.1359e-09,0.0025022,0.56473,0.070203,23,-2113.6
0.19963,0.56267,0.66372,0.26974,24,-1302.4
0.87721,0.54783,0.67285,0.13829,25,-1720
0.18133,0.041717,0.51748,0.25229,26,-1347.1
0.023145,0.034042,0.71389,0.22079,27,-1433.7
3.1937e-10,0.011234,0.86119,0.20393,28,-1483.9
0.010036,0.01209,0.521,0.029542,29,-2609.2
0.97476,0.14817,0.67768,0.20211,30,-1489.5
0.92106,5.6175e-18,1,1.7851e-16,31,-22569
0.34404,0.52212,0.67497,0.1913,32,-1523.8
1,0.12609,0.67287,0.18702,33,-1537.8
0.31977,0.23199,0.63909,0.15562,34,-1649.6
0.60802,0.42339,0.67261,0.23471,35,-1394.3
0.053074,0.038902,0.83737,0.075303,36,-2073.4
0.22723,0.20091,0.68159,0.10382,37,-1888
0.26961,0.087744,0.55437,0.14298,38,-1700.2
0.53853,0.0061156,0.80554,0.24668,39,-1361.9
0.91841,3.9615e-17,1,7.1078e-16,40,-22569
0.0071296,0.0091564,0.64641,0.16087,41,-1629.6
0.0004391,0.012651,0.58719,0.2074,42,-1473.3
0.0041508,6.8909e-08,0.42477,0.30991,43,-1206.7
5.2137e-09,0.0043899,0.52487,0.067561,44,-2135.7
0.90039,0.0052403,0.67293,0.12576,45,-1776.1
0.060631,5.157e-11,0.56303,0.16258,46,-1623.2
2.7575e-09,0.001552,0.92084,0.15343,47,-1658.1
0.3873,0.26161,0.71672,0.17726,48,-1570.7
8.999e-10,0.0047695,0.95435,0.156,49,-1648.1
0.32568,0.00071878,1,0.04467,50,-2372.6
0.24185,0.063733,0.68975,0.081426,51,-2028.4
0.053845,0.31586,0.66275,0.16506,52,-1614.1
0.061189,0.00036501,0.53863,0.10105,53,-1903.7
0.1755,1.1086e-10,0.85216,0.086313,54,-1994.8
0.11355,0.058582,0.4035,0.14794,55,-1679.9
0.35652,1,0.67287,0.27532,56,-1288.6
0.073544,0.016143,0.96667,0.22704,57,-1415.8
0.051891,0.039382,0.39784,0.062472,58,-2180.6
0.96842,1.8406e-11,0.96697,0.092256,59,-1956.4
0.0012481,3.0554e-09,0.37387,0.25876,60,-1330.3
1,0.37828,0.67287,0.10019,61,-1908.7
0.6753,0.041443,0.89185,0.22368,62,-1425.3
5.4235e-10,0.001466,1,0.11256,63,-1841
1,0.02606,0.67287,0.14847,64,-1677.7
1,0.00017395,0.96899,0.035411,65,-2505.5
0.064172,0.38982,0.70373,0.10881,66,-1860.7
0.18351,7.2694e-11,0.19875,0.17251,67,-1587.3
2.3374e-09,5.0511e-05,0.45152,0.14146,68,-1706.5
0.10499,0.0037724,0.50861,0.15722,69,-1643.4
0.2361,0.046133,1,0.13962,70,-1714.3
0.14522,0.1489,0.29761,0.14785,71,-1680.2
0.036255,0.053719,0.65537,0.078,72,-2053.1
1.2683e-09,0.0050864,1,0.14136,73,-1707
0.021043,2.8187e-10,0.42076,0.27286,74,-1294.7
0.85372,0.08857,0.61954,0.16152,75,-1627.3
